信审专员/信用审核/风险控制（工作餐+班车接送）,普乐师（上海）数字科技股份有限公司,4000.0
效果设计/原画师,上海蓝色回响广告有限公司,4000.0
运营专员,上海英致商务咨询有限公司,4500.0
计调专员,北京尚可卓博信息科技有限公司,6500.0
Dancebaby前台,灵硕集团控股有限公司,4500.0
上海高校推广,iEVER,2000.0
场地执行（豪霆赛车）,智窝（上海）信息科技有限公司,6000.0
签约演员.模特.歌手（宣传推广）,上海濮瑞文化创意有限公司,5000.0
助理教练（足球培训）,上海银橙文化传媒股份有限公司,4500.0
课程专员 （***、在校大学生）,上海国际广告展览有限公司,4000.0
法务助理,上海舞雅文化传播有限公司,4500.0
行政前台,心触动（武汉）科技有限公司,4500.0
预备教师/教务运营,深圳市三源色文化传播有限公司,4500.0
少儿英语助教老师,北京龙族星工厂娱乐有限公司,6666.666666666666
网络推广专员,佳兆业文化体育发展有限公司,4500.0
媒介专员,上海有块文化传媒有限公司,4400.0
高级销售助理,上海星期网络科技有限公司,3000.0
网络推广专员,上海翼得营销策划有限公司,4000.0
电话销售,上海弈童天地文化传媒有限公司,3000.0
咨询顾问,上海蝶鸣文化艺术发展有限公司,4500.0
展览业务员,上海来凹网络科技有限公司,6000.0
行政专员,上海锦汉广告传播有限公司,4000.0
淘宝客服助理,上海东品投资有限公司,4000.0
财经资讯编辑,上海星拓文化传播有限公司,4500.0
电话销售3500元无责任底薪,Adventi鸿,4500.0
后厨厨工,上海微阵科技有限公司,6000.0
巡检/维修工程师,上海耀生艺术设计有限公司,3000.0
品牌推广专员,上海亿迈广告传播有限公司,4000.0
天极网网站编辑,上海魔方企业形象设计有限公司,3000.0
视频制作,上海鸣应信息技术有限公司,4500.0
活动策划,上海绿览信息技术有限公司,3000.0
销售代表,上海熠蕤文化传播有限公司,4000.0
助理系统集成师,红星美凯龙集团媒体运营中心,5000.0
客户主任,上海景上数码科技有限公司,3000.0
广告AE,上海天极立特广告信息有限公司,6000.0
国外展览项目助理,上海晋荣智能科技有限公司,6000.0
前台接待,上海源创房屋销售有限公司,5000.0
网络客服专员,力方国际,3000.0
图片后期/美工（欢迎优秀的应届毕业生）,力方国际-上海公司,4500.0
行政前台,上海熙扬市场营销策划有限公司,6000.0
生产文员,上海凸版广告有限公司,4000.0
经理助理,上海幸运星展览服务有限公司,4000.0
咨询助理,江苏金声水起营销策划有限公司,3500.0
社交媒体助理,上海佳责文化传媒有限公司,3000.0
送餐员 提供住宿车（8000元饿了么直招）,上海鼎邦摄影有限公司,3000.0
市场专员（000596）,上海次维文化传播有限公司,3000.0
总监助理,上海利霸电子科技有限公司,4500.0
Marketing Executive 市场主管,贝宜秀（上海）文化娱乐有限公司,4500.0
SH-客户主任（公关，新媒体）,AGE艾加国际金融咨询集团,4500.0
销售助理,上海络波商务咨询有限公司,4500.0
管理培训生（上海）,公司名,0
烘培烹饪课程顾问,上海煜域文化传播有限公司,6000.0
助理系统工程师,北京万方数据股份有限公司,4500.0
数据处理助理,上海东方大众传播有限公司,4500.0
结算专员,上海吾本那米信息科技有限公司,5000.0
数据处理助理,中青旅联科（上海）公关顾问有限公司,4400.0
展览展会执行,上海仁志文化传媒有限公司,4500.0
文化专员,上海迪岸广告有限公司,6000.0
天真蓝naiveblue销售助理/店员,上海微食信息科技有限公司,10000.0
Team Assistant（Marketing Support）——项目助理,上海文广互动电视有限公司,4500.0
宝贝成长规划师（销售）,上海艾莎信息科技有限公司,3500.0
渠道助理,上海吉荟尊信息技术有限公司,4500.0
工程专员,上海艾莎信息科技有限公司,3500.0
文案策划（应届生）,上海盛昱广告传播有限公司,4500.0
平面及产品方向设计师,上海光启文化产业投资发展有限公司,0
人事行政助理,天真蓝,4000.0
（急招）印刷裁切,法兰克福展览（上海）有限公司,4000.0
财务助理兼出纳,上海玛瑞莎摄影有限公司,10000.0
客户经理,北京天下秀科技股份有限公司,4500.0
销售专员,镜尚传媒有限公司,4500.0
动画后期总监,北艾（上海）网络科技有限公司,4000.0
"沪江佳课高薪诚聘售前客服TMK，早九晚六,月薪8K",上海宝霖丰实业有限公司,10000.0
音响工程师/技术员,宜泰尔商贸有限责任公司,3500.0
工程项目专员,昕旸（上海）数码喷绘有限公司,3000.0
2018日语专业应届毕业生募集,上海恒代齐力企业形象策划有限公司,3500.0
提供住宿 业务助理,上海奥萨文化传播有限公司,8000.0
仓库理货员,上海实榴甜网络科技有限公司,5000.0
ppt美化,江西务本传媒有限公司,10000.0
上海环球港凯悦会籍顾问,上海影呈文化传媒中心,8000.0
前台行政,上海华丽达视听科技有限公司,3000.0
管理培训生,上海欧马腾软件有限公司,6000.0
影城服务员,上海冰莹广告有限公司,5500.0
展览业务员,上海聚特集团,4500.0
出纳,上海新世傲文化传播股份有限公司,3000.0
仓库助理,门承文化传播（上海）有限公司,4500.0
IT Administrator  IT管理员,盈盛市场顾问（北京）有限责任公司,6000.0
平面设计助理,安宝示展览展示工程（上海）有限公司,5000.0
初级客户执行,上海星光电影股份有限公司,3000.0
网络视频主播歌手,比高电影城,3000.0
会展项目专员,上海智盛堂广告有限公司,6000.0
后期制作/剪辑师2名,上海漫铠动漫科技发展有限公司,4500.0
采购助理,德庭（上海）文化发展有限公司,4400.0
管理培训生（区块链专家方向）,佰路得信息技术（上海）有限公司,2640.0
CEO/COO助理,上海创幸文化创意展示有限公司,4500.0
英语会议销售,大贺传媒股份有限公司上海分公司,3500.0
国际会展顾问,上海库枚文化传媒有限公司,8000.0
直播运营,上海妙文会展服务有限公司,4500.0
行政前台-淮海中路-黄埔区,上海易商摄影服务有限公司,6000.0
外贸业务员/外贸销售/外贸专员,上海东方希杰商务有限公司/东方购...,4000.0
3D设计师,红点影业（上海）有限公司,6000.0
采购专员,达生市场推广上海分公司,5000.0
助理/发稿人,公司名,0
客户服务主任-上海,上海会宣商务咨询有限公司,8333.333333333334
"采购助理(仓库助理）-家住松江区优先,应届生欢迎",上海康森展览服务有限公司,3000.0
大客户销售代表,上海源倩文化发展有限公司,8000.0
徐汇展览销售/业务员/电话销售 底薪4500+提成+奖金,现代传播（珠海）科技有限公司上海...,3500.0
企业客服,上海优炽光电科技有限公司,4500.0
销售助理（闵行区）,冠脉堂信息科技（上海）有限公司,4000.0
电话销售+双休+年底13薪+无责底薪,江苏百成数码影业有限公司,4500.0
呼叫中心坐席代表,上海智将广告有限公司,3500.0
色彩老师,慧科讯业（北京）网络科技有限公司,8000.0
室内设计助理,上海熙鸿广告有限公司,4000.0
普工/操作工,深圳市百慧文化发展有限公司上海分...,6000.0
网站编辑,上海臣信展览展示有限公司,4000.0
室内外装潢设计师,星华隆咨询（上海）有限公司,4000.0
场馆专员,上海艺言堂形象策划有限公司,6000.0
销售顾问/展会销售/大客户销售,上海鹏诚展览展示服务有限公司,6000.0
项目跟踪,上海恒进展览有限公司,2000.0
活动执行助理,上海步歌文化传播有限公司,4500.0
销售经理,上海校源环境艺术有限公司,4500.0
商务助理,上海统杰图文制作有限公司,4000.0
收银员,上海婴宝文化传播有限公司,5000.0
记者,上海鸢飞文化策划有限公司,3000.0
阁林书店店长,上海泉健体育科技有限公司,6000.0
Prelude 微信平台运营专员,荷锐会展服务（上海）有限公司,6000.0
互联网广告销售,上海昌劲金融机具标识有限公司,4500.0
售前客服,上海翱蒲商务咨询有限公司,3000.0
文案策划 / 新媒体运营 / 微信公众号,上海宝苑公共交通传媒有限公司,5000.0
虹桥会展电销客服,上海浪尖工业设计有限公司,3500.0
管理培训生（211/985 理工科应届生）,嘉豪投资集团,3500.0
赛事执行/活动执行,青年报社,4500.0
展会销售,上海京采文化创意有限公司,4000.0
资料员,上海培路文化传播有限公司,4500.0
出纳业务员,上海创神网络科技有限公司,6000.0
摄影视频师（新民教育项目）,上海曼食文化传播有限公司,5000.0
银保（月薪12K聘）电话理财顾问,骥亿（上海）文化传媒有限公司,4500.0
业务员,上海盟轩展览服务有限公司,6000.0
英语/TOEFL托福/SAT赛达助教,上海壹墨图文设计制作有限公司,8000.0
课程研发助理,上海力盛赛车文化股份有限公司,5000.0
媒介助理,捷行会展服务（上海）有限公司,4000.0
SEM优化师,点意空间（上海）展览设计工程有限...,4500.0
搜狗广告优化师,上海富百群贸易有限公司,6000.0
CAD设计/制图,新民教育项目（新民教育）,6000.0
幼儿园老师,上海影呈文化传媒中心,8000.0
早教老师/音乐启蒙老师,上海子安文化发展有限公司,8000.0
美术助教+五险一金+带薪培训,上海安多福教育培训有限公司,6000.0
英皇UA服务员-虹桥火车站店,上海多毅文化传媒有限公司,5500.0
展会推广专员,上海郡州广告有限公司,2640.0
财务助理,上海智度亦复信息技术有限公司,4500.0
销售代表,上海国德网络科技有限公司,4000.0
活动执行/会务专员,仲野国际贸易（上海）有限公司,3000.0
声乐老师,上海松江区临松幼儿园,3000.0
网络运营专员,公司名,0
客户执行,上海莫乐文化传播有限公司,4500.0
场务助理,上海泽熙文化传播有限公司,3500.0
展会销售,上海梅龙镇广场环艺娱乐管理有限公司,4500.0
网络主播,上海洲创展览有限公司,4500.0
新媒体运营/文案,上海千策广告有限公司,4000.0
婚纱摄影旅拍销售（彼爱组）,上海天涌影视传媒有限公司,3000.0
房地产置业顾问,上海雅筑文化传播有限公司,4000.0
办公室助理,圣律（上海）文化发展有限公司,8000.0
大型玄幻古装戏直招跟组演员化妆服装摄影艺人助理,上海笔克展览展示有限公司,0
前台销售,上海赢叁文化传播有限公司,5000.0
咖啡师助理（上海）,熊客文化传媒（上海）有限公司,3000.0
照明设计师,上海优亦诚展览展示有限公司,5000.0
会务专员,深圳市聚娇文化传播有限公司,3000.0
项目助理,上海尊安同恒文化创意发展有限公司,4500.0
人事专员招聘主管,上海唯一视觉企业发展有限公司,8000.0
销售,上海宝劲房地产经纪有限公司,4500.0
仓管助理,上海弘墨图文设计制作有限公司,4500.0
境外展会销售专员,北京巨擘广告制作有限公司,6000.0
电话销售,上海煜禾文化传媒有限公司,4000.0
国际市场拓展（欧美市场）,重庆西西弗文化传播有限公司,0
主持人（应届毕业生即可）,优米照明设计（上海）有限公司,3000.0
展会助理Assistant （欢迎应届生投递）,脉凌医学传播机构,4000.0
课程顾问,上海林通文化传播有限公司,4000.0
地推,上海尤特实业有限公司,4500.0
客户经理/销售/销售经理,拉码商务咨询（上海）有限公司,8000.0
视频主播运营总监,广东美至简网络科技有限公司,4500.0
钢琴陪练/小提琴陪练/钢琴老师/小提琴老师,上海达欧展览服务有限公司,4000.0
微信销售,上海迪展展览展示有限公司,4000.0
总部前台,上海博勘商务咨询有限公司,8333.333333333334
前台行政,上海之合网络科技有限公司,6000.0
